0.00 0.00 v p34320 (in)
26.32 2067.86 ^ A14_B2_C7_D1_E1_F1_G1_o1090644/o (NAND2_Z20)
30.68 2098.53 v A14_B2_C7_D1_E1_F1_G1_o1090645/o (NAND2_X20)
29.13 2127.66 ^ A14_B2_C7_D1_E1_F1_G1_o1090646/o (NAND2_Y20)
27.96 2155.62 v A14_B2_C7_D1_E1_F1_G1_o1090647/o (NAND2_Y20)
28.07 2183.70 ^ A14_B2_C7_D1_E1_F1_G1_o1090648/o (NOR2_Y20)
25.77 2209.47 v A14_B2_C7_D1_E1_F1_G1_o1090649/o (NAND2_Z20)
27.21 2236.68 ^ A14_B2_C7_D1_E1_F1_G1_o1090650/o (NAND2_Y20)
25.77 2262.45 v A14_B2_C7_D1_E1_F1_G1_o1090651/o (NAND2_Z20)
27.54 2289.99 ^ A14_B2_C7_D1_E1_F1_G1_o1090652/o (NAND2_Y20)
28.23 2318.22 v A14_B2_C7_D1_E1_F1_G1_o1090653/o (NAND2_Y20)
31.89 2350.11 ^ A14_B2_C7_D1_E1_F1_G1_o1090654/o (NAND2_X20)
29.08 2379.20 v A14_B2_C7_D1_E1_F1_G1_o1090655/o (NOR2_Y20)
29.08 2408.27 ^ A14_B2_C7_D1_E1_F1_G1_o1090656/o (NOR2_Y20)
26.10 2434.37 v A14_B2_C7_D1_E1_F1_G1_o1090657/o (NAND2_Z20)
27.54 2461.91 ^ A14_B2_C7_D1_E1_F1_G1_o1090658/o (NAND2_Y20)
32.00 2493.91 v A14_B2_C7_D1_E1_F1_G1_o1090659/o (NOR2_X20)
29.10 2523.01 ^ A14_B2_C7_D1_E1_F1_G1_o1090660/o (NOR2_Z20)
27.48 2550.49 v A14_B2_C7_D1_E1_F1_G1_o1090661/o (NOR2_Y20)
32.05 2582.55 ^ A14_B2_C7_D1_E1_F1_G1_o1090662/o (NOR2_X20)
26.63 2609.18 v A14_B2_C7_D1_E1_F1_G1_o1090663/o (NOR2_Z20)
31.37 2640.55 ^ A14_B2_C7_D1_E1_F1_G1_o1090664/o (NOR2_X20)
33.39 2673.94 v A14_B2_C7_D1_E1_F1_G1_o1090665/o (NOR2_X20)
29.65 2703.59 ^ A14_B2_C7_D1_E1_F1_G1_o1090666/o (NAND2_Y20)
32.19 2735.78 v A14_B2_C7_D1_E1_F1_G1_o1090667/o (NOR2_X20)
33.52 2769.30 ^ A14_B2_C7_D1_E1_F1_G1_o1090668/o (NAND2_X20)
29.38 2798.68 v A14_B2_C7_D1_E1_F1_G1_o1090669/o (NAND2_Y20)
28.13 2826.80 ^ A14_B2_C7_D1_E1_F1_G1_o1090670/o (NOR2_Y20)
31.50 2858.30 v A14_B2_C7_D1_E1_F1_G1_o1090671/o (NAND2_X20)
34.10 2892.40 ^ A14_B2_C7_D1_E1_F1_G1_o1090672/o (NAND2_X20)
33.46 2925.86 v A14_B2_C7_D1_E1_F1_G1_o1090673/o (NOR2_X20)
27.80 2953.66 ^ A14_B2_C7_D1_E1_F1_G1_o1090674/o (NAND2_Z20)
27.48 2981.15 v A14_B2_C7_D1_E1_F1_G1_o1090675/o (NOR2_Y20)
33.06 3014.21 ^ A14_B2_C7_D1_E1_F1_G1_o1090676/o (NOR2_X20)
29.63 3043.83 v A14_B2_C7_D1_E1_F1_G1_o1090677/o (NOR2_Y20)
31.89 3075.72 ^ A14_B2_C7_D1_E1_F1_G1_o1090678/o (NOR2_X20)
32.87 3108.59 v A14_B2_C7_D1_E1_F1_G1_o1090679/o (NAND2_X20)
30.19 3138.78 ^ A14_B2_C7_D1_E1_F1_G1_o1090680/o (NOR2_Y20)
28.45 3167.22 v A14_B2_C7_D1_E1_F1_G1_o1090681/o (NAND2_Y20)
33.06 3200.28 ^ A14_B2_C7_D1_E1_F1_G1_o1090682/o (NOR2_X20)
29.63 3229.91 v A14_B2_C7_D1_E1_F1_G1_o1090683/o (NOR2_Y20)
26.65 3256.56 ^ A14_B2_C7_D1_E1_F1_G1_o1090684/o (NOR2_Z20)
27.48 3284.04 v A14_B2_C7_D1_E1_F1_G1_o1090685/o (NOR2_Y20)
25.77 3309.81 ^ A14_B2_C7_D1_E1_F1_G1_o1090686/o (NOR2_Z20)
30.88 3340.69 v A14_B2_C7_D1_E1_F1_G1_o1090687/o (NAND2_X20)
34.32 3375.01 ^ A14_B2_C7_D1_E1_F1_G1_o1090688/o (NOR2_X20)
33.59 3408.60 v A14_B2_C7_D1_E1_F1_G1_o1090689/o (NOR2_X20)
27.95 3436.55 ^ A14_B2_C7_D1_E1_F1_G1_o1090690/o (NOR2_Z20)
31.40 3467.96 v A14_B2_C7_D1_E1_F1_G1_o1090691/o (NOR2_X20)
30.26 3498.21 ^ A14_B2_C7_D1_E1_F1_G1_o1090692/o (NOR2_Y20)
28.45 3526.66 v A14_B2_C7_D1_E1_F1_G1_o1090693/o (NOR2_Y20)
50.10 3576.75 ^ A14_B2_C7_D1_E1_F1_G1_o1092699/o (INV_Z2)
38.92 3615.67 v FE_OFC662232_n945215/o (INV_Z10)
13.42 3629.09 ^ FE_OFC662233_n945215/o (INV_Y40)
8.59 3637.68 v FE_OFC281973_n945215/o (INV_Z4)
49.16 3686.84 ^ FE_OFC281974_n945215/o (INV_Z1)
30.41 3717.24 v FE_OFC281975_n945215/o (INV_Z8)
14.25 3731.50 ^ FE_OFC281976_n945215/o (INV_Z10)
20.88 3752.38 ^ A14_B2_C7_D1_E1_F1_o1045950/o1258 (block_4449x4239_2703)
14.04 3766.41 v FE_OFC156172_n946360/o (INV_Z20)
12.42 3778.84 ^ FE_OFC156173_n946360/o (INV_Z10)
9.17 3788.00 v FE_OFC156174_n946360/o (INV_Z10)
9.30 3797.31 ^ FE_OFC156175_n946360/o (INV_Z4)
10.53 3807.83 v A14_B2_C7_D1_E1_F1_G1_o1091054/o (INV_Y2)
31.17 3839.01 ^ FE_OFC227311_n1092520/o (INV_Z1)
43.14 3882.15 v FE_OFC227312_n1092520/o (INV_Z4)
35.98 3918.12 ^ A14_B2_C7_D1_E1_F1_G1_o1090702/o (NAND2_X20)
29.02 3947.15 v A14_B2_C7_D1_E1_F1_G1_o1090703/o (NOR2_Y20)
31.83 3978.98 ^ A14_B2_C7_D1_E1_F1_G1_o1090704/o (NOR2_X20)
33.26 4012.24 v A14_B2_C7_D1_E1_F1_G1_o1090705/o (NAND2_X20)
29.31 4041.55 ^ A14_B2_C7_D1_E1_F1_G1_o1090706/o (NAND2_Y20)
25.92 4067.47 v A14_B2_C7_D1_E1_F1_G1_o1090707/o (NAND2_Z20)
30.97 4098.44 ^ A14_B2_C7_D1_E1_F1_G1_o1090708/o (NAND2_X20)
29.25 4127.69 v A14_B2_C7_D1_E1_F1_G1_o1090709/o (NOR2_Y20)
28.29 4155.99 ^ A14_B2_C7_D1_E1_F1_G1_o1090710/o (NOR2_Y20)
25.68 4181.67 v A14_B2_C7_D1_E1_F1_G1_o1090711/o (NOR2_Z20)
30.88 4212.55 ^ A14_B2_C7_D1_E1_F1_G1_o1090712/o (NAND2_X20)
27.22 4239.77 v A14_B2_C7_D1_E1_F1_G1_o1090713/o (NOR2_Z20)
27.30 4267.06 ^ A14_B2_C7_D1_E1_F1_G1_o1090714/o (NOR2_Y20)
26.07 4293.13 v A14_B2_C7_D1_E1_F1_G1_o1090715/o (NAND2_Z20)
25.36 4318.49 ^ A14_B2_C7_D1_E1_F1_G1_o1090716/o (NOR2_Z20)
26.05 4344.53 v A14_B2_C7_D1_E1_F1_G1_o1090717/o (NAND2_Z20)
30.92 4375.46 ^ A14_B2_C7_D1_E1_F1_G1_o1090718/o (NAND2_X20)
26.78 4402.24 v A14_B2_C7_D1_E1_F1_G1_o1090719/o (NAND2_Z20)
30.88 4433.11 ^ A14_B2_C7_D1_E1_F1_G1_o1090720/o (NAND2_X20)
33.06 4466.18 v A14_B2_C7_D1_E1_F1_G1_o1090721/o (NOR2_X20)
33.26 4499.44 ^ A14_B2_C7_D1_E1_F1_G1_o1090722/o (NAND2_X20)
26.99 4526.43 v A14_B2_C7_D1_E1_F1_G1_o1090723/o (NOR2_Z20)
27.54 4553.97 ^ A14_B2_C7_D1_E1_F1_G1_o1090724/o (NAND2_Y20)
28.23 4582.20 v A14_B2_C7_D1_E1_F1_G1_o1090725/o (NOR2_Y20)
31.89 4614.09 ^ A14_B2_C7_D1_E1_F1_G1_o1090726/o (NAND2_X20)
33.06 4647.15 v A14_B2_C7_D1_E1_F1_G1_o1090727/o (NOR2_X20)
26.93 4674.08 ^ A14_B2_C7_D1_E1_F1_G1_o1090728/o (NAND2_Z20)
24.98 4699.06 v A14_B2_C7_D1_E1_F1_G1_o1090729/o (NAND2_Z20)
30.97 4730.03 ^ A14_B2_C7_D1_E1_F1_G1_o1090730/o (NOR2_X20)
32.67 4762.70 v A14_B2_C7_D1_E1_F1_G1_o1090731/o (NAND2_X20)
26.80 4789.50 ^ A14_B2_C7_D1_E1_F1_G1_o1090732/o (NAND2_Z20)
25.56 4815.06 v A14_B2_C7_D1_E1_F1_G1_o1090733/o (NAND2_Z20)
25.36 4840.42 ^ A14_B2_C7_D1_E1_F1_G1_o1090734/o (NAND2_Z20)
24.78 4865.20 v A14_B2_C7_D1_E1_F1_G1_o1090735/o (NAND2_Z20)
31.22 4896.42 ^ A14_B2_C7_D1_E1_F1_G1_o1090736/o (NAND2_X20)
27.13 4923.55 v A14_B2_C7_D1_E1_F1_G1_o1090737/o (NOR2_Z20)
27.51 4951.07 ^ A14_B2_C7_D1_E1_F1_G1_o1090738/o (NOR2_Y20)
28.34 4979.40 v A14_B2_C7_D1_E1_F1_G1_o1090739/o (NOR2_Y20)
26.23 5005.63 ^ A14_B2_C7_D1_E1_F1_G1_o1090740/o (NAND2_Z20)
25.07 5030.70 v A14_B2_C7_D1_E1_F1_G1_o1090741/o (NAND2_Z20)
24.88 5055.58 ^ A14_B2_C7_D1_E1_F1_G1_o1090742/o (NOR2_Z20)
24.68 5080.26 v A14_B2_C7_D1_E1_F1_G1_o1090743/o (NOR2_Z20)
31.07 5111.33 ^ A14_B2_C7_D1_E1_F1_G1_o1090744/o (NOR2_X20)
29.48 5140.81 v A14_B2_C7_D1_E1_F1_G1_o1090745/o (NAND2_Y20)
32.14 5172.95 ^ A14_B2_C7_D1_E1_F1_G1_o1090746/o (NAND2_X20)
29.62 5202.57 v A14_B2_C7_D1_E1_F1_G1_o1090747/o (NAND2_Y20)
32.53 5235.10 ^ A14_B2_C7_D1_E1_F1_G1_o1090748/o (NAND2_X20)
33.46 5268.55 v A14_B2_C7_D1_E1_F1_G1_o1090749/o (NOR2_X20)
27.28 5295.84 ^ A14_B2_C7_D1_E1_F1_G1_o1090750/o (NAND2_Z20)
30.83 5326.66 v A14_B2_C7_D1_E1_F1_G1_o1090751/o (NAND2_X20)
26.86 5353.52 ^ A14_B2_C7_D1_E1_F1_G1_o1090752/o (NAND2_Z20)
27.21 5380.73 v A14_B2_C7_D1_E1_F1_G1_o1090753/o (NOR2_Y20)
25.92 5406.65 ^ A14_B2_C7_D1_E1_F1_G1_o1090754/o (NOR2_Z20)
30.97 5437.62 v A14_B2_C7_D1_E1_F1_G1_o1090755/o (NAND2_X20)
27.22 5464.84 ^ A14_B2_C7_D1_E1_F1_G1_o1090756/o (NAND2_Z20)
24.92 5489.76 v A14_B2_C7_D1_E1_F1_G1_o1090757/o (NAND2_Z20)
31.12 5520.88 ^ A14_B2_C7_D1_E1_F1_G1_o1090758/o (NAND2_X20)
28.98 5549.86 v A14_B2_C7_D1_E1_F1_G1_o1090759/o (NAND2_Y20)
32.95 5582.81 ^ A14_B2_C7_D1_E1_F1_G1_o1090760/o (NOR2_X20)
33.07 5615.88 v A14_B2_C7_D1_E1_F1_G1_o1090761/o (NAND2_X20)
26.51 5642.38 ^ A14_B2_C7_D1_E1_F1_G1_o1090762/o (NOR2_Z20)
30.44 5672.82 v A14_B2_C7_D1_E1_F1_G1_o1090763/o (NOR2_X20)
28.96 5701.78 ^ A14_B2_C7_D1_E1_F1_G1_o1090764/o (NAND2_Y20)
31.44 5733.22 v A14_B2_C7_D1_E1_F1_G1_o1090765/o (NAND2_X20)
28.96 5762.18 ^ A14_B2_C7_D1_E1_F1_G1_o1090766/o (NAND2_Y20)
31.44 5793.62 v A14_B2_C7_D1_E1_F1_G1_o1090767/o (NOR2_X20)
29.13 5822.75 ^ A14_B2_C7_D1_E1_F1_G1_o1090768/o (NOR2_Y20)
25.92 5848.67 v A14_B2_C7_D1_E1_F1_G1_o1090769/o (NAND2_Z20)
31.17 5879.83 ^ A14_B2_C7_D1_E1_F1_G1_o1090770/o (NOR2_X20)
29.48 5909.32 v A14_B2_C7_D1_E1_F1_G1_o1090771/o (NAND2_Y20)
25.83 5935.14 ^ A14_B2_C7_D1_E1_F1_G1_o1090772/o (NAND2_Z20)
30.92 5966.07 v A14_B2_C7_D1_E1_F1_G1_o1090773/o (NOR2_X20)
33.06 5999.13 ^ A14_B2_C7_D1_E1_F1_G1_o1090774/o (NOR2_X20)
29.08 6028.22 v A14_B2_C7_D1_E1_F1_G1_o1090775/o (NOR2_Y20)
25.87 6054.08 ^ A14_B2_C7_D1_E1_F1_G1_o1090776/o (NAND2_Z20)
24.88 6078.96 v A14_B2_C7_D1_E1_F1_G1_o1090777/o (NAND2_Z20)
31.12 6110.08 ^ A14_B2_C7_D1_E1_F1_G1_o1090778/o (NAND2_X20)
29.31 6139.39 v A14_B2_C7_D1_E1_F1_G1_o1090779/o (NOR2_Y20)
26.07 6165.46 ^ A14_B2_C7_D1_E1_F1_G1_o1090780/o (NAND2_Z20)
31.22 6196.67 v A14_B2_C7_D1_E1_F1_G1_o1090781/o (NOR2_X20)
29.48 6226.15 ^ A14_B2_C7_D1_E1_F1_G1_o1090782/o (NAND2_Y20)
31.75 6257.90 v A14_B2_C7_D1_E1_F1_G1_o1090783/o (NAND2_X20)
33.19 6291.09 ^ A14_B2_C7_D1_E1_F1_G1_o1090784/o (NAND2_X20)
29.31 6320.41 v A14_B2_C7_D1_E1_F1_G1_o1090785/o (NAND2_Y20)
25.77 6346.18 ^ A14_B2_C7_D1_E1_F1_G1_o1090786/o (NOR2_Z20)
30.92 6377.10 v A14_B2_C7_D1_E1_F1_G1_o1090787/o (NAND2_X20)
27.37 6404.47 ^ A14_B2_C7_D1_E1_F1_G1_o1090788/o (NAND2_Z20)
31.21 6435.68 v A14_B2_C7_D1_E1_F1_G1_o1090789/o (NOR2_X20)
28.21 6463.89 ^ A14_B2_C7_D1_E1_F1_G1_o1090790/o (NOR2_Z20)
30.73 6494.62 v A14_B2_C7_D1_E1_F1_G1_o1090791/o (NOR2_X20)
29.52 6524.14 ^ A14_B2_C7_D1_E1_F1_G1_o1090792/o (NOR2_Y20)
32.00 6556.14 v A14_B2_C7_D1_E1_F1_G1_o1090793/o (NAND2_X20)
26.93 6583.06 ^ A14_B2_C7_D1_E1_F1_G1_o1090794/o (NAND2_Z20)
13.54 6596.60 v A14_B2_C7_D1_E1_F1_G1_o1092967/o (INV_Z2)
21.78 6618.38 ^ FE_OFC281417_n945072/o (INV_Z1)
25.66 6644.04 v FE_OFC281418_n945072/o (INV_Z2)
69.32 6713.36 ^ FE_OFC281419_n945072/o (INV_Y6)
20.19 6733.55 v FE_OFC281420_n945072/o (INV_Z40)
17.97 6751.51 ^ FE_OFC281421_n945072/o (INV_Z1)
70.87 6822.38 v FE_OFC281422_n945072/o (INV_Z1)
20.90 6843.28 v A14_B2_C7_D1_E1_F1_o1045950/o1106 (block_4449x4239_2703)
37.42 6880.71 ^ FE_OFC155519_n946208/o (INV_Z2)
23.02 6903.73 v FE_OFC155521_n946208/o (INV_Z8)
14.72 6918.44 ^ FE_OFC155522_n946208/o (INV_Z10)
8.67 6927.11 v FE_OFC155523_n946208/o (INV_Z10)
10.08 6937.20 ^ A14_B2_C7_D1_E1_F1_G1_o1090900/o (INV_Y2)
31.13 6968.32 v FE_OFC227493_n1092613/o (INV_Z1)
43.14 7011.46 ^ FE_OFC227494_n1092613/o (INV_Z4)
36.17 7047.64 v A14_B2_C7_D1_E1_F1_G1_o1090795/o (NOR2_X20)
33.65 7081.29 ^ A14_B2_C7_D1_E1_F1_G1_o1090796/o (NOR2_X20)
29.61 7110.89 v A14_B2_C7_D1_E1_F1_G1_o1090797/o (NAND2_Y20)
31.94 7142.83 ^ A14_B2_C7_D1_E1_F1_G1_o1090798/o (NOR2_X20)
32.87 7175.70 v A14_B2_C7_D1_E1_F1_G1_o1090799/o (NOR2_X20)
33.00 7208.70 ^ A14_B2_C7_D1_E1_F1_G1_o1090800/o (NAND2_X20)
29.25 7237.96 v A14_B2_C7_D1_E1_F1_G1_o1090801/o (NOR2_Y20)
31.89 7269.84 ^ A14_B2_C7_D1_E1_F1_G1_o1090802/o (NOR2_X20)
26.93 7296.77 v A14_B2_C7_D1_E1_F1_G1_o1090803/o (NAND2_Z20)
31.31 7328.08 ^ A14_B2_C7_D1_E1_F1_G1_o1090804/o (NOR2_X20)
27.06 7355.14 v A14_B2_C7_D1_E1_F1_G1_o1090805/o (NAND2_Z20)
24.98 7380.11 ^ A14_B2_C7_D1_E1_F1_G1_o1090806/o (NAND2_Z20)
30.78 7410.89 v A14_B2_C7_D1_E1_F1_G1_o1090807/o (NAND2_X20)
33.19 7444.08 ^ A14_B2_C7_D1_E1_F1_G1_o1090808/o (NOR2_X20)
26.99 7471.07 v A14_B2_C7_D1_E1_F1_G1_o1090809/o (NOR2_Z20)
27.21 7498.28 ^ A14_B2_C7_D1_E1_F1_G1_o1090810/o (NAND2_Y20)
25.77 7524.05 v A14_B2_C7_D1_E1_F1_G1_o1090811/o (NOR2_Z20)
27.71 7551.76 ^ A14_B2_C7_D1_E1_F1_G1_o1090812/o (NOR2_Y20)
32.05 7583.82 v A14_B2_C7_D1_E1_F1_G1_o1090813/o (NAND2_X20)
29.25 7613.07 ^ A14_B2_C7_D1_E1_F1_G1_o1090814/o (NOR2_Y20)
25.63 7638.69 v A14_B2_C7_D1_E1_F1_G1_o1090815/o (NAND2_Z20)
27.30 7666.00 ^ A14_B2_C7_D1_E1_F1_G1_o1090816/o (NAND2_Y20)
28.13 7694.12 v A14_B2_C7_D1_E1_F1_G1_o1090817/o (NAND2_Y20)
31.89 7726.01 ^ A14_B2_C7_D1_E1_F1_G1_o1090818/o (NAND2_X20)
33.06 7759.08 v A14_B2_C7_D1_E1_F1_G1_o1090819/o (NAND2_X20)
27.37 7786.44 ^ A14_B2_C7_D1_E1_F1_G1_o1090820/o (NAND2_Z20)
24.92 7811.36 v A14_B2_C7_D1_E1_F1_G1_o1090821/o (NOR2_Z20)
27.37 7838.74 ^ A14_B2_C7_D1_E1_F1_G1_o1090822/o (NOR2_Y20)
28.01 7866.75 v A14_B2_C7_D1_E1_F1_G1_o1090823/o (NAND2_Y20)
31.80 7898.56 ^ A14_B2_C7_D1_E1_F1_G1_o1090824/o (NOR2_X20)
29.02 7927.58 v A14_B2_C7_D1_E1_F1_G1_o1090825/o (NAND2_Y20)
27.74 7955.32 ^ A14_B2_C7_D1_E1_F1_G1_o1090826/o (NOR2_Y20)
27.85 7983.17 v A14_B2_C7_D1_E1_F1_G1_o1090827/o (NAND2_Y20)
27.74 8010.91 ^ A14_B2_C7_D1_E1_F1_G1_o1090828/o (NOR2_Y20)
31.58 8042.49 v A14_B2_C7_D1_E1_F1_G1_o1090829/o (NOR2_X20)
32.61 8075.10 ^ A14_B2_C7_D1_E1_F1_G1_o1090830/o (NAND2_X20)
32.54 8107.64 v A14_B2_C7_D1_E1_F1_G1_o1090831/o (NOR2_X20)
29.13 8136.77 ^ A14_B2_C7_D1_E1_F1_G1_o1090832/o (NAND2_Y20)
28.13 8164.90 v A14_B2_C7_D1_E1_F1_G1_o1090833/o (NOR2_Y20)
31.89 8196.78 ^ A14_B2_C7_D1_E1_F1_G1_o1090834/o (NOR2_X20)
26.93 8223.71 v A14_B2_C7_D1_E1_F1_G1_o1090835/o (NOR2_Z20)
30.92 8254.63 ^ A14_B2_C7_D1_E1_F1_G1_o1090836/o (NOR2_X20)
26.93 8281.56 v A14_B2_C7_D1_E1_F1_G1_o1090837/o (NOR2_Z20)
24.83 8306.39 ^ A14_B2_C7_D1_E1_F1_G1_o1090838/o (NAND2_Z20)
24.68 8331.07 v A14_B2_C7_D1_E1_F1_G1_o1090839/o (NAND2_Z20)
27.16 8358.23 ^ A14_B2_C7_D1_E1_F1_G1_o1090840/o (NOR2_Y20)
25.77 8384.01 v A14_B2_C7_D1_E1_F1_G1_o1090841/o (NOR2_Z20)
24.97 8408.98 ^ A14_B2_C7_D1_E1_F1_G1_o1090842/o (NAND2_Z20)
24.88 8433.86 v A14_B2_C7_D1_E1_F1_G1_o1090843/o (NAND2_Z20)
24.83 8458.69 ^ A14_B2_C7_D1_E1_F1_G1_o1090844/o (NAND2_Z20)
24.83 8483.51 v A14_B2_C7_D1_E1_F1_G1_o1090845/o (NAND2_Z20)
31.12 8514.63 ^ A14_B2_C7_D1_E1_F1_G1_o1090846/o (NOR2_X20)
32.74 8547.37 v A14_B2_C7_D1_E1_F1_G1_o1090847/o (NOR2_X20)
32.93 8580.30 ^ A14_B2_C7_D1_E1_F1_G1_o1090848/o (NAND2_X20)
26.93 8607.23 v A14_B2_C7_D1_E1_F1_G1_o1090849/o (NOR2_Z20)
27.21 8634.44 ^ A14_B2_C7_D1_E1_F1_G1_o1090850/o (NAND2_Y20)
28.13 8662.56 v A14_B2_C7_D1_E1_F1_G1_o1090851/o (NAND2_Y20)
32.28 8694.84 ^ A14_B2_C7_D1_E1_F1_G1_o1090852/o (NAND2_X20)
27.05 8721.90 v A14_B2_C7_D1_E1_F1_G1_o1090853/o (NOR2_Z20)
30.92 8752.82 ^ A14_B2_C7_D1_E1_F1_G1_o1090854/o (NAND2_X20)
26.78 8779.60 v A14_B2_C7_D1_E1_F1_G1_o1090855/o (NOR2_Z20)
24.78 8804.38 ^ A14_B2_C7_D1_E1_F1_G1_o1090856/o (NAND2_Z20)
24.83 8829.21 v A14_B2_C7_D1_E1_F1_G1_o1090857/o (NOR2_Z20)
24.83 8854.04 ^ A14_B2_C7_D1_E1_F1_G1_o1090858/o (NAND2_Z20)
27.21 8881.24 v A14_B2_C7_D1_E1_F1_G1_o1090859/o (NAND2_Y20)
26.07 8907.31 ^ A14_B2_C7_D1_E1_F1_G1_o1090860/o (NAND2_Z20)
24.92 8932.23 v A14_B2_C7_D1_E1_F1_G1_o1090861/o (NOR2_Z20)
24.83 8957.06 ^ A14_B2_C7_D1_E1_F1_G1_o1090862/o (NOR2_Z20)
30.53 8987.59 v A14_B2_C7_D1_E1_F1_G1_o1090863/o (NAND2_X20)
26.80 9014.39 ^ A14_B2_C7_D1_E1_F1_G1_o1090864/o (NOR2_Z20)
24.83 9039.22 v A14_B2_C7_D1_E1_F1_G1_o1090865/o (NAND2_Z20)
30.92 9070.15 ^ A14_B2_C7_D1_E1_F1_G1_o1090866/o (NOR2_X20)
